	genre	lyrics
14844	Rock	"There's a boy that I'm into, he's so fly, so cute
I dreamt of, him every night, he had me, on cloud nine
Thought I could trust him, why?, he said to me when I needed him
He was there for me, then I found out he did the same
For every girl, with a pretty face
I just wanted to believe that
He was so innocent, so sweet
He did everything for me and
People told me all along, he was wrong
But I was so naive
Don't let him do to you what he did to me
Thought I told you that, he would break your heart
He was no good for you, from the start
Thought I told you that, he had another girl
You're not the only woman in his world
Thought I told you that, he would make you cry
I don't see how you believe his lie
Thought I told you that, I hate to say that I told you so
Take it from me, you better leave him alone
He played me the whole time, that's why I'm warning you
I'm not the jealous type
'cause I've already been there done that
And nothing that he says will make me want him back
It does matter what he sends me
A dozen flowers or a diamond that's bling bling
It's all good but I'm not the one to be staying home while he's having fun
I just wanted to believe that
He was so innocent, so sweet
He did everything for me and
People told me all along, he was wrong
But I was so naive
Don't let him do to you what he did to me
Thought I told you that, he would break your heart
He was no good for you, from the start
Thought I told you that, he had another girl
You're not the only woman in his world
Thought I told you that, he would make you cry
I don't see how you believe his lie
Thought I told you that, I hate to say that I told you so
Take it from me, you better leave him alone
Girlfriend, I'm just trying to make you see
That it's not about you, it's not about me
You can't let him get the best of you this way
You gotta love yourself and just walk away
Thought I told you that, he would break your heart
He was no good for you, from the start
Thought I told you that, he had another girl
You're not the only woman in his world
Thought I told you that, he would make you cry
I don't see how you believe his lie
Thought I told you that, I hate to say that I told you so
Take it from me, you better leave him alone
Thought I told you that, he would break your heart
He was no good for you, from the start
Thought I told you that, he had another girl
You're not the only woman in his world
Thought I told you that, he would make you cry
I don't see how you believe his lie
Thought I told you that, I hate to say that I told you so
Take it from me, you better leave him alone"
234531	Rock	"Walkin my poodles, man it never gets old
With my dogs on my leash I got bitches on the hold,
A first aids kit? Thats a rhesus monkey,
I bust more nuts than a pistachio junkie!
Get more ass than a giant donkey stable,
Got more lines than whitney houston's coffee table,
I get more head than grammar school lice,
I'm like a walkin glacier I'm so decked out with ice.
Did you poop a virgin? Cause that shit is tight.
Jack ain't black, and Barry ain't white.
I do drugs in the bedroom, lie on ur back,
Cause I got the pipe and you got the crack.
Though i'm sexually straight, your bound to find,
I'm mentally gay, cause I'll blow your mind.
The parents be snickerin ""Te shouldnt have written it""
But I'm constipated, couldnt give a shit.
chorus:
My name is Bo fo sho,
A born bostonian,
Aryan librarian at the WORDsmithsonian
The rap is scattered, it hides its ingenuity,
I gave it this little part to give it continuity.
The fellas say
Hey moron pass the gin
Cause I'm an OXYmoron breathing OXYgen
Give me the bottle, I'll chug two thirds
Cause you bitches know fractions speak louder than words
And the ladies say
Hey fellas i'm keepin it tight and if You play ur cards right you can have me tonight
Should i blow you or beat you, brass or percussion?
Oh stop, PERIOD end of discussion
chorus:
My name is Bo fo sho,
A born bostonian,
Aryan librarian at the WORDsmithsonian
The rap is scattered, it hides its ingenuity,
I gave it this little part to give it continuity.
Walking through the garden with food at y feet,
Picked up the celery but dropped the beat (beet).
And then I pick it up again.
We're in the hood ill take what you give me
Was einstein's theory good...relatively
A smart queen's kingdumb, it doesnt mix
A litter of literates, a bunch of moby dicks
""get thee to a punnery"" o-just to-pheelia
Take you with a condomn ""stainless-steal"" ya.
Half a pound of turkey breast, half a pound of chicken tits,
Why are only crackers staying at the Ritz?
Poverty, racism, isn't it strange,
That only the homeless are beggin for change?
I shocked Sherlock
What, son? (watson) (watt, son?)
Rosa Parks didnt call ""shotgun""!
Here's a bit of irony
A Ford Focus driver has ADD
How'd I come to master all these things?
Like a tampon theif, i had to pull some strings."
94057	Rock	"The birds are the keepers of our secret as they saw us where we lay
In the deepest grass of springtime in a reckless guilty haze
And they wove a sweet indifference and it settled on our skin
Till the eyes that I remembered for the last time drew me in
The birds
Though I wore you glacial patience to a smudge of bitter dust
On the last day you embraced me with a glistening sapling trust
Did they sing a million blessings as they watched us slowly part
Do they keep those final kisses in their tiny racing hearts
What are we gonna do with you
Same tale every time
What are we gonna do with you
Come on inside
Looking back is for the birds"
346667	Jazz	"I been in the right place but it must have been the wrong time
I'd have said the right thing but I must have used the wrong line
I been in the right trip but I must have used the wrong car
My head was in a bad place and I'm wondering what it's good for
I been in the right place but it must have been the wrong time
My head was in a bad place but I'm having such a good time
I been running trying to get hung up in my mind
Got to give myself a good talking-to this time
Just need a little brain salad surgery
Got to cure my insecurity
I been in the wrong place but it must have been the right time
I been in the right place but it must have been the wrong song
I been in the right vein but it seems like the wrong arm
I been in the right world but it seems wrong wrong wrong wrong wrong
Slipping dodging sneaking creeping hiding out down the street
See me life shaking with every ho' I meet
Refried confusion is making itself clear
Wonder which way do I go to get on out of here"
68079	Country	"Oh give me land lots of land under starry skies above don't fence me in
Let me ride through the wide open country that I love don't fence me in
Let me be by myself in the evening breeze
Listen to the murmur of the cottonwood trees
Send me out forever but I ask you please don't fence me in
Just turn me loose let me straddle my old saddle underneath the western skies
On my cayuse let me wander over yonder till I see the mountains rise
I want to ride to the ridge where the west commences
Gaze at the moon till I lose my senses
Can't look at hubbles and I can't stand fences don't fence me in
Just turn me loose let me straddle...
Don't fence me in"
181237	Rock	"Complicate this world you wrapped for me
I'm acquainted with your suffering
And all your weight
It falls on me
It brings me down
And all your weight
It falls on me
It falls on me
Hold me up to all whom you've deceived
Promises you break you still believe"
216109	Rock	The bourgeoisie had better watch out for me. All throughout this so called nation, we don't want your filthy money, we don't need your innocent bloodshed. We just wanna end your world. Well my minds made up. Yes, it's time for you to pay, better watch out for me. I'm a member of the F.V.K.
108026	Rock	"YUNGEN (Opening Rap):
You got me caught up in the friend zone
Trying to be more, Girl my love for you's pure
But how can I win though
When all you show me is a door
And being grind is my flaw.
But fussin' and fighten', we always in the mix-up
You're gonna break my heart if you don't fix up
And when it all falls down I put my love on the line
But you never seem to pick up
CHARLIE BROWN:
Ten missed calls today,
All from me
But none of them satisfied your dependency
Should I care?
Or pay no mind?
I know that he is the apple of your eye
Baby, when all is said and done
I think we've all said and done, enough
We're on a road to nowhere
I'm pulling over and I'm getting off
(Chorus):
Rehab won't remedy this addiction
Cause you got it bad and need another man's attention
You got, what they call, a dependency on another
What you got, I can't help you with, at all
You got a real bad habit I know you try to manage it
But I notice when you're calling me
It's a real bad habit and I just ain't gonna have it
Cause your habit takes the best of me
YUNGEN (Rap):
Cause I'm thinkin' 'bout her while she's thinkin' 'bout him
Guess my chances are slim
Cause when I wanna work it out
She says she's in the gym
Playin' the game I can't win
Caught between the two cause loosin' her seems worse
Relationships come with a gift and a curse
Yeah could we fight into love?
Wanna take her for a drink, but I never come first
I used to think she was a blessing
You shouldn't judge on your first impression
Now I got it bad stressin' about stressin'
Knowing' she's holdin' the confession
MS D
I'm usin' again. I know you can tell
The lack of what I need has made me quite unwell
What to say, there's nothing left
No more to do but take the prize for the second best.
CHARLIE BROWN & MS D (Chorus):
Rehab won't remedy this addiction
Cause you got it bad and need another man's attention
You got, what they call, a dependency on another
What you got, I can't help you with, at all
CHARLIE BROWN:
You got a real bad habit I know you try to manage it
But I notice when you're calling me
It's a real bad habit and I just ain't gonna have it
Cause your habit takes the best of me (REPEAT)
And I wanna know, what he got, that I don't
Cause for sure you got a dependency,
But it's not on me baby
No, it's not on me
Ten missed calls today,
All from me
And none of them satisfied your dependency"
124847	Rock	"It's always something
Or it ain't nothing at all
It's feast or famine
Too hot or out in the cold
So here we stand
Alone together
Our backs against the wall
If my heart wasn't in it
I wouldn't be here at all
Blow by blow
Well it's blow by blow
And here we go again
(here we go again)
Well it's blow by blow
Coming off the ropes
And fighting for the hope in us all
Are you in my corner
Or playing both sides of the wall
So make a stand
It's now or never
Cause life is much too short
And if your heart isn't in it
You shouldn't be here at all
Blow by blow
Well it's blow by blow
And here we go again
(here we go again)
Well it's blow by blow
Blow by blow
Well it's blow by blow
I'm back on my feet again
(i'm back on my feet again)
Well it's blow by blow
I can almost see through the tears
And I've got my pride
The dreams that I've hidden for years
Just won't be denied
So here we stand
Alone together
Our backs against the wall
If my heart wasn't in it
I wouldn't be here at all
Blow by blow
Well it's blow by blow
And here we go again
(here we go again)
Well it's blow by blow
Blow by blow
Well it's blow by blow
I'm back on my feet again
(i'm back on my feet again)
Well it's blow by blow"
347058	Pop	"One day I decided I'd aspire to higher ambition
So I set out on a mission to change the world
Armed and dangerous with my well meant words and best intentions
I went sharing my convictions with every livin' soul
But it wasn't long 'til the lightning flashed
The storms of disenchantment crashed
And my ambitions were scattered by winds of doubt
And it wasn't long 'til I learned ot see
Life wouldn't always be easy for me
So I wrote a little song to remind myself"
200228	Metal	"He's building a mountain for you
You're so filled with your self,
Never wrong always right
Always the winner in your own little world,
Fantastic, Always on top
Well, The bigger the ego the harder the fall,
Please man, are you for real
Your myths and your lies
really makes my eyes bleed,
Delude your surroundings
Pretending to be something that you're not,
You're only...
Deceiving your self
Hypocritical liar,
To believe in your self
you're a slender messiah
Take credit from others,
Steal your ideas,
Duplicate with no remorse
Try to see,
The world isn't in orbit around you,
Even when we have seen
The true nature of your scheme,
you're still pretending
you're something you're not
You're only
Slender messiah
the god when all else has failed
Building a mountain,
By using small fragments of truth
The joke is on you!"
259551	Pop	"Now you know me
You know how proud I am
And what I'm gonna tell you now
Won't be easy to say
Before I left your side
Ooh, I was so happy then
But I've been so lonely
Since I've been away
Oh, baby
I've tried and I know I can't make it alone
It's such a hard way to go
I just can't make it alone
There's something in my soul
That will always (always)
Lead me back to you
What can I say now?
Sorry is just not good enough
I couldn't blame you if you hurt me now
The way I hurt you then
But who else can I turn to?
Oh, baby, I'm begging you
Won't you reach out for my dying soul?
And make me live again
Oh, baby, it's so hard
I've tried and I know I can't make it alone
It's such a hard way to go
I just can't make it alone
There's something in my soul (in my soul)
That will always
Lead me back to you
I just can't make it by myself
Just can't make it byself
Baby, help me
I've tried and I know I can't make it alone
It's such a hard way to go
And I can't make it alone
There's something in my soul (in my soul)
That will always (always)
Lead me back to you
Oh, help me
(Please help me)
You know I need you
(I need you)
I'm saying that I need you
I just can't make it by myself
(I just can't make it by myself)
I just can't make it all alone
(I just can't make it all alone)
I just can't make it by myself
(I just can't make it by myself)"
162325	Metal	"A question has come to my mind
Why do I keep asking myself?
Where are you heading like a tumbleweed?
Like a rock that falls down the cliff?
You are wasting everything!
I find it hard to believe but youll always have a chance to turn over a new leaf
Were stuck between our desires
Were taking hold of ourselves
But maybe thats not the key
Thats simply another deadlock
Another delusion
We fucked up!
What if were doomed?
Whaaaaaaaaat?
The outcome is close!
It will show you the truth!
I know that sucks to be kept in the dark!
Were taking hold of ourselves
But maybe thats not the key
Thats simply another deadlock
Another delusion
We are free!
We are free to choose and believe in what we want to believe
And hope that we have one more endeavour! (x3)"
291919	Rock	"This is the same old story
All this excitement bores me
Can't you tell I'm trying?
Can't you see I'm dying?
Oh glory
Sweet sweet glory
Oh glory
Woman don't let me down
I know I don't deserve it
How could she be so perfect
Can't you tell I'm trying?
Can't you see I'm dying?
Oh glory
Sweet sweet glory
Oh glory
Woman don't let me down
Do do do do do do do
Oh glory
Sweet sweet glory
Oh glory
Woman don't let me down
Woman don't let me down
Do do do do do do do"
26641	Metal	"No one makes it out alive
But I know where the killer hides tonight
No one makes it out alive
But I know where the killer hides
I saw this night and the next
go Off to flames four years ago
They scurry like roaches
Stomped out by fire
I warned these insects not to move
But no one ever listens
Don't believe this girl
She preaches mayhem
She's the devils bitch and a liar
I want to see the look in her eyes
When her body parts ways with life
No one listens to the damned
No one listens to the damned
I've searched miles
All of it will explode, I can see it all
No one listens to the damned
I've seen another human drowned, I have seen it all
No one listens to the damned
Greeting the circus, the monster will have you
No one listens to the damned
but God damn, no one will believe me."
326428	Country	"Darling no one could ever take me from you I'll be with you as long as you want me to
You wanted to be mine long before I hadn't a dime
And darling no one could ever take me from you
Oh when I'm talking you always know just what I mean
You're the one to understand my every dream
Through all the hungry years you're the one who dried the tears
And darling no one could ever take me from you
I know that you must worry and wonder when I'm gone
But each day I love you more and more I could never do you wrong
Whatever life may bring you'll be a part of everything
And darling no one could ever take me from you
Whatever life may bring..."
217356	Rock	"Can't beat the best ones
A little closer maybe a bit too close
You function you turn out
A flawless performance
Turn your camera away from me
Spill your guts in 8 millimetre
Put your focus where your mouth is
You're the only one who's waiting here
Such holidays in the sun don't come without sacrifices
You know it makes more sense
Such holidays in the sun don't come without sacrifices
You know
I like the way you cry
Break my heart and break my hands and lay me down
I want to snap your neck in two
And leave you for dead, you are so dead
Turn your camera away from me
Spill your guts in 8 millimetre
Put your focus where your mouth is
You're the only one who's waiting here
Such holidays in the sun don't come without sacrifices
You know it makes more sense
Such holidays in the sun don't come without sacrifices
You know it makes more sense when
on and on and on and on and on (go)"
129463	Country	"Well the two new people that's moved to the middle of the block
And we're at the top of the town and don't you think we're not
Well we found love and happiness people envy us you see
For we found heaven right here on earth at 4-0-33
Yes we found what most people are looking for
And it's not a lotta money to spend on real fine car
But it's so when and where a bird flies and sings so free
And there's whole lotta winds in this little house at 4-0-33
Four thousandth block proves what true love can do
Once a lonely place but was sold to me and you
Oh all around the house you can see little children play
But they're not as a people's kids were proud to say
They are the symbol of our love for all the world to see
They're a part of heaven right here on earth at 4-0-33
[ steel - el.banjo ]
Our love's on the day you can see many people drive by
For look at the house they think there from the sky
They think this place would make them as happy as you and me
And the whole town's tryin' to buy our house at 4-0-33
Four thousandth block proves what true love can do...
And we're not gonna sale our happy little house at 4-0-33
Wouldn't take a pretty thing for the love we had at 4-0-33"
172533	Rock	"Prime time
Nursery rhyme
Did you see the teacher
Sister
Black and white
What she's gonna to do
They say eye for eye, tooth for tooth
But don't hurt your brother
Cross-road, overload
Oh, I, I testify
They just showed me Mary
She was stoned, stoned, danger zone
There was nothing in her eyes
And then there, there in the air
Nailed to the cross was Jesus
Cross-road, overload
Now I lay me down to sleep
Pray my soul to keep away
>From the holy spirit, holy ghost
They're hiding in the dark
Oh, nightmare, electric chair
You might not get to heaven
Bad boys, shout for joy
Watch him to cry
Prime time
Nursery rhyme
Love just needs religion
Cross-road, overload"
361560	Jazz	"You may not be an angel
'Cause angels are so few
But until the day that one comes along
I'll string along with you
I'm looking for an angel
To sing my love song to
And until the day that one comes along
I'll string along with you
For every little fault that you have
Say I have three or four
The human little fault that you do have
Just make me love you more
You may not be angel
But still I'm sure you'll do
So until that day that one comes along
I'll string along with you
For every little fault that you have
Say I have three or four
The human little fault that you do have
Just make me love you more
You may not be angel
But still I'm sure you'll do
So until that day that one comes along
I'll string along with you"
43739	Rock	"(Instrumental)
In the end of the song are monks, singing a prayer.
''How many years I share the pain younger brother,
how much time I suffer with him.
Know we will win, renew as two of the Phoenix from the ashes,
we will be happy and healthy.
Just have patience.''"
76278	Rock	"It makes me lonely
It makes me very lonely
When I see you there, waitin'on
It makes me tired, It makes me very tired
And inside of me, lingers on
But you have your heart
Don t believe it, and you will find it
Waitin'on
Everything I said, oh, well I meant it
And inside my head, holdin'on
'Cos if I died tonight
Would you hold my hand, no
Would you understand
And if I lived in spite
Would you still be there, no
Would you disappear
Surely must be you
But I don t make you lonely
I'll get over you
But I don 't make you lonely"
66993	Rock	"I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you
And if you ever say good-bye
If you ever even try
I'm gonna sit right down and cry over you
I'm gonna love you more and more every day
I'm gonna love you more and more in every way
And if you ever say good-bye
If you ever even try
I'm gonna sit right down and cry over you
I'm gonna tell my mama, tell my papa too
So they'll know exactly what I'm gonna do
If you ever say good-bye
If you ever even try
I'm gonna sit right down and cry over you
I'm gonna love you more and more every day
I'm gonna love you more and more in every way
And if you ever say good-bye
If you ever even try
I'm gonna sit right down and cry over you
I'm gonna tell my mama, tell my papa too
So they'll know exactly what I'm gonna do
If you ever say good-bye
If you ever even try
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you"
198526	Pop	"One year, two years, time goes by.
People laugh and people cry.
Every morning the clock strikes eight.
I go to work.
I close the gate.
And on my way, I sing a song.
About my wife, where I belong.
If the clouds get together and talk about the weather
If it's rain they anticipate
Baby make no mistake
Yes the storm will break but never me you see.
Two years on two years on
But only you can see me.
Only you can see me.
For what I've got
Sir Lancelot was just a dream and I am not
For I am he with something more
It's you and I reality.
If the cloud get together and talk about the weather
If it's rain they anticipate
Baby, make no mistake
Yes the storm will break but never me you see
Two years on two years on
But only you can see me
Only you can see me"
337661	Pop	"Oooh, oh yeah. fuck me
Boom Boom Boom
lets go back to my room
so we can do it all night
and you can make me feel right
boom boom boom
lets go back to my room
so we can do it all night
and you can fuck me
oooh, oh yeah.. (moans)
when i stepped in the club your man was frontin
checkin me out
cause girls hes hunting
lookin for someone to give him some love
yea bitch hes gonna give it up
so i grabbed him by the ass and we went outside
gave your man a joyous ride
then he dropped to his knees and begged for skin
you know it bitch
i fucked your boyfriend
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
he stuck it in
ooh, oh yeah (moaning)
when i first saw your man he was really fine
he had this nice ass body that would blow your mind
he had this long drawn silver that was dropped down low
he wanted to sex me from my head to my toes
so i let him rub me down
he carresed me the right way
i hit him with the juice and it made him go crazy
cause the juice had your man commiting a sin
o yea silly bitch
i fucked your boyfriend
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend (fuck me)
he stuck it in
oooh, oh yeah (moans )
fuck me
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
he stuck it in (fuck me)
If you got a boyfriend you better hold on tight
ill take him shake him rip him on out
if you got a boyfriend you better hold on tight
cuz im the type of girl that makes a man feel right
when he goes out he wants to fuck
probably not excuse
so your nerves get plugged
then you come around a fuucking chit
chater talkin all that shit
but bitch it dont matter
cause in the end he'll be trippin again (who me?)
yea now whos your girlfriend
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
i fucked your man
boom i fucked your boyfriend
he stuck it in (fuck me)
ooh, oh yeah. (moans)
fuck me"
5792	Rock	"Hark the frozen chimes of winter
Crystal shimmer in your mind
To the first time when you saw her
You implored her to be kind
In the open fields around you
All before you gone to ground
Both the question and the answer
Deep inside you, you shall find
And while you're strollin'
Through the summer of your years
Enchanted, a garden overgrown
Don't call me sentimental
Those of you who care
Could find there a lover and a friend to the end
And if you're taken
By the spirit of your age
No reason to carve the cornerstone
Sway me, trade me
Your philosophy
First you're sowin', then you're growin'
Then you reap until you sleep
Will you scale the silver studded mountain?
Where contemplation will spring to mind
See the veiled prophet's withered gaze reflect the 'Nouvelle-vague'
Glazed visions imprisoned in your mind
Unwinding rivers flowing through the meadows to the sea
Paths of glory through shifting glades to fall
Present laughter and the memory of troubles you have seen
It is written in your mind"
34719	Rock	"(thomas/ralphs)
Last night, you said you didn't know what you wanted
Baby that's all right, I can help you see this one through
I know you won't leave him, you think it's all wrong
Why don't you open your eyes
You're so unhappy but you keep hanging on, so trust me, baby and you'll see
Chorus:
It's never too late to change your mind - get out and take what you need
It's never too late, so take your time - you (just) gotta believe
One day, you'll look back and think you were crazy
There's no way, that's how it gets you sometimes
Right now, you can't let him go, there's something inside you
I won't tell you, you should know, it's so clear, baby, I'm right here
Chorus:
It's never too late to change your mind - get out and take what you need
It's never too late, so take your time - you (just) gotta believe
(solo)
One day, you'll come running to me, it's just a matter of time
I'm right here where you know that I'll be, so trust me and you'll see
Chorus repeats out...
It's never too late to change your mind - get out and take what you need
It's never too late, so take your time - you (just) gotta believe"
245083	Pop	"Winter's cityside
Crystal bits of snowflakes
All around my head and in the wind
I had no illusions
That I'd ever find a glimpse
Of summer's heatwaves in your eyes
You did what you did to me
Now it's history, I see
Here's my comeback on the road again
Things will happen while they can
I will wait here for my man tonight
It's easy when you're big in Japan
Aah when you're big in Japan-tonight
Big in Japan-be-tight
Big in Japan ooh the eastern sea's so blue
Big in Japan-alright
Pay! - Then I'll sleep by your side
Things are easy when you're big in Japan
Oh when you're big in Japan
Neon on my naked skin, passing silhouettes
Of strange illuminated mannequins
Shall I stay here at the zoo
Or should I go and change my point of view
For other ugly scenes
You did what you did to me
Now it's history I see
Here's my comeback on the road again
Things will happen while they can
I will wait here for my man tonight
It's easy when you're big in Japan
Aah when you're big in Japan-tonight
Big in Japan-be-tight
Big in Japan ooh the eastern sea's so blue
Big in Japan-alright, pay!
Then I'll sleep by your side
Things are easy when you're big in Japan"
107825	Other	"[Chorus]
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
[Verse One]
One time for your mind - one time
And when you see me on the scene
You know I'm going for mine
Maybe a 40 oz of beer
When we're doing are thing
Because the crazy young ladies
Love it when we sing
Cruising down the avenue
I see a girl so pretty
There's plenty more of that
Rolling through Stockholm city
All the people in the house
Are feeling what we got
Because the beats are like a shock
They make you dance a lot
I see some females representing
The brothers representing
And we'll be representing
Cause we're never fessing
Cause people know what's up
That when Frank Ernest's in the house
We make the people scream and shout
Because the beat don't stop
To all my ladies, you know I'm talking to you
We're gonna make your body move
And go the whole night through
We've got rhymes for your mind
Anytime on the bass
And when we do it then
We serve it up in your face
[Chorus]
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
[Bridge]
You can't stop, it won't stop
You can't stop Frank Ernest
Cause the beats so hot - well
You can't stop, it won't stop
You can't stop Frank Ernest
Cause the beats so hot
[Verse Two]
Cruising down the strip
You know this parties 'bout to flip
I wanna get this honey dip
She like the way we thrill
A little further down the line
I know I gotta make her mine
Because this girl is so damn fine
And yo she's dressed to kill
I see them females representing
The brothers representing
And we'll be representing
Cause we're never fessing
Cause people know what's up
That when Frank Ernest's in the house
Everybody scream and shout
Because the beat don't stop
To all the ladies
You know we're talking to you
We're gonna make your body move
And go the whole night through
We've got rhymes for mind
Anytime on the bass
And when we do it
Then we serve it up in your face..
[Chorus]
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
Yeah, baby, I'll tell you no lies
It's in your eyes
Girl, you're one of the best
You're body's rated x
[Outro]
We kick it live so turn up the bass
And then you'll hear Frank Ernest in your face
We kick it live so turn up the bass
And then you'll hear Frank Ernest in your face
We kick it live so turn up the bass
And then you'll hear Frank Ernest in your face"
289459	Rock	"Come to me, I'm your boogie man
Come to me, let me take your hand
Smile, you waited for some floor
Come to me, understand
Baby, don't you want some more?
I've got what you need, what you're dyin' for?
Ride the pony, satisfy your funk
Ride the pony, satisfy your funk
Dance with me, I'm the rhythm king
Dance with me and shake that thing
Babe, I feel like I could die
'Cause I've never been so high, higher than the sky
Ride the pony, satisfy your funk
Ride the pony, satisfy your funk
Ride the pony, ride the pony
Ride the pony, yea satisfy your funk
Move a little closer
What's holding that thing together?
Let me scoot between your thighs
I've got a pistol in my pocket
Just waitin' for you, hey
Ride the pony, satisfy your funk
Ride the pony, satisfy your funk
Ride the pony, ride the pony
You got to ride the pony, yea satisfy your funk
Dance with me, I'm the rhythm king
Dance with me, I'll do most anything
Ride the pony, satisfy your funk
Ride the pony, satisfy your funk
Ride the pony, yea ride the pony
Ride the pony, satisfy your funk
Ride the pony, yea satisfy your funk
Ride the pony, ride the pony
Yea, satisfy your funk
Ride the pony, ride the pony
Yea, you got to ride the pony
Satisfy your funk"
293323	Rock	"We don't know what to believe
We only go by the t.v.
I don't know but I will fight
I won't let my brothers die
Stand up
Stand tall
All for one and one for all
Kill the fucking enemy
Kill the fucking enemy
Burn burn burn the mother fuckers down
Kill the fucking enemy
Kill the fucking enemy
Burn burn burn the mother fuckers to the ground
I cannot hide from your disease
The more you die the more I breathe
I won't go blind for your lies
I will not die, you will die
Stand up
Stand tall
Hit em now and we watch em fall
Burn burn burn mother fucker"
41307	Rock	"Pack your bags before you go
Cuz' I miss them strawberries in wintertime
Lonely boats on the sand
The birds wish to swim and then the fish to fly
But it's not what I wanted to tell you
Not what I wanted to say
There are some easy nights
Long flights
And if the world's gone
It's not your fault
But when you're falling in love
You're all alone
He took a day off work to build a giant paper raft
When everything comes to an end he'll be the one to laugh
(Oh, there is someone you know
Her heart and mind are all about you)
And she wouldn't notice if she's back hhome
Her heart is made of gold and her water is cold"
308014	Rock	"Punch your ticket, get your kicks on the early bus out
Checkered paths planning a future, slowly roaming around
Secretly having a fling with a single mom
Hey, you're on a good one
Write sometime or call sometime when you're drunk
Let me put you up, put you up in the guest house
We got a great couch I found sitting on the sidewalk
One of these days, one day, you're really gonna need someone
And things get bad with no companion to complain on
Heed to the roads and the stars in the sky
Lean under oaks when your legs are tired
When they're tired
It's all fixed, I sent your tickets but they came back
I had you on the AMTRAK
I thought you might like, I thought you might like that
Felt so long, right or wrong, it would be so bad
Just keep it on a straight path, get right back
Let me know where you're at
Heed to the roads and the stars in the sky
Sleep under oaks if your legs get tired
Heed to the roads and the stars in the sky
Lean under oaks when your legs get tired
When they're tired
Let me put you up, put you up
Let me put you up, put you up
Let me put you up, put you up
Let me put you up, put you up"
120692	Hip-Hop	"Hands against the wall
Still they've never felt this far
Feel the heat on my skin
Haven't seen the sun ever since
No matter how, no matter when
I can't get close enough (I can't get close enough)
Reach for the clouds, nothing to spare
Flying like the both of us, the both of us, yeah
Whatever we go through
It always leads back to...
Where the heartbeat is marching
The fire mutes the darkness
Home is where the heart is
So home is where she is
She is
Home is where the heart is
So home is where she is
Hands against the wall
Still they've never felt this far
Feel the heat on the skin
Haven't seen the sun ever since
No matter how, no matter when
I can't get close enough (can't get close enough)
Reach for the clouds, nothing to spare
Flying like the both of us, the both of us, yeah
Whatever we go through
It always leads back to...
Where the heartbeat is marching
The fire mutes the darkness
Home is where the heart is
So home is where she is
She is
Home is where the heart is
So home is where she is
Wouldn't trade this for any other place in the whole world
(In the whole world)
Wouldn't trade this for any other place in the whole world
(In the whole world)
Where the heartbeat is marching
The fire mutes the darkness
Home is where the heart is
So home is where she is"
18163	Rock	"I.
I burn passionately for your love
I tremble when I lay in your arms
But it's hard to believe that you'll stay
I will not hold you back
You will always be free
I know that
I don't wait for a chance anymore
I hope you leave before I, I start to ache
Ref:
YOU ARE NOW OR NEVER
YOU COULD STAY FOREVER
BUT I FEEL NOW
THAT I CAN'T GO ON
YOU ARE NOW OR NEVER
YOU COULD STAY FOREVER
I STILL LOVE YOU
BUT I CAN'T GO ON
II.
I burned passionately for your love
I gave you all my warmth, I thought I had enough
But I slowly burn low, disappear
I can't feed the flames alone
It wasn't meant for us both.....
To be
The time and the place were wrong
Why do I ache
When I always knew
It isn't a game for me to lose
Not my intention to get confused again
You made it happen and I walk away...... overthrouwn
I can't go on
Passionatly
It's all gone"
